,Parameters,RMSE,Slope
77,"[ 0.746875    0.85423752  0.83802449  0.78714264  0.841225    1.15133712
  0.92235986  0.88        0.89        0.79458723]",1028.8177754167255,0.9391549053213248
78,"[ 0.746875    0.85423752  0.83802449  0.77714264  0.851225    1.15133712
  0.92235986  0.88        0.89        0.79458723]",1026.97413997257,0.9393819531366356
79,"[ 0.746875    0.85423752  0.83802449  0.77714264  0.841225    1.16133712
  0.92235986  0.88        0.89        0.79458723]",1090.9708443111376,0.9243782350598901
80,"[ 0.746875    0.85423752  0.83802449  0.77714264  0.841225    1.15133712
  0.93235986  0.88        0.89        0.79458723]",1029.2363595329668,0.93907313923506
81,"[ 0.746875    0.85423752  0.83802449  0.77714264  0.841225    1.15133712
  0.92235986  0.89        0.89        0.79458723]",1026.97413997257,0.9393819531366356
82,"[ 0.746875    0.85423752  0.83802449  0.77714264  0.841225    1.15133712
  0.92235986  0.88        0.9         0.79458723]",1026.97413997257,0.9393819531366356
83,"[ 0.746875    0.85423752  0.83802449  0.77714264  0.841225    1.15133712
  0.92235986  0.88        0.89        0.80458723]",1027.2997001246852,0.9393630956503923
84,"[ 0.7484375   0.85559735  0.83802449  0.77932397  0.84228875  1.14835438
  0.92285851  0.88        0.89        0.79497674]",1026.936482593237,0.9394247155788633
85,"[ 0.7484375   0.85559735  0.83802449  0.77932397  0.84228875  1.14835438
  0.92285851  0.88        0.89        0.79497674]",1026.936482593237,0.9394247155788633
86,"[ 0.7584375   0.85559735  0.83802449  0.77932397  0.84228875  1.14835438
  0.92285851  0.88        0.89        0.79497674]",1031.8950924188832,0.9381628365524001
87,"[ 0.7484375   0.86559735  0.83802449  0.77932397  0.84228875  1.14835438
  0.92285851  0.88        0.89        0.79497674]",1028.0806201476018,0.9392256621653197
88,"[ 0.7484375   0.85559735  0.84802449  0.77932397  0.84228875  1.14835438
  0.92285851  0.88        0.89        0.79497674]",1026.936482593237,0.9394247155788633
89,"[ 0.7484375   0.85559735  0.83802449  0.78932397  0.84228875  1.14835438
  0.92285851  0.88        0.89        0.79497674]",1028.7801855216642,0.9391976677635527
90,"[ 0.7484375   0.85559735  0.83802449  0.77932397  0.85228875  1.14835438
  0.92285851  0.88        0.89        0.79497674]",1027.8187116884064,0.9392779734815139
91,"[ 0.7484375   0.85559735  0.83802449  0.77932397  0.84228875  1.15835438
  0.92285851  0.88        0.89        0.79497674]",1090.9708443111376,0.9243782350598901
92,"[ 0.7484375   0.85559735  0.83802449  0.77932397  0.84228875  1.14835438
  0.93285851  0.88        0.89        0.79497674]",1029.5073315453042,0.9390228419985726
93,"[ 0.7484375   0.85559735  0.83802449  0.77932397  0.84228875  1.14835438
  0.92285851  0.89        0.89        0.79497674]",1026.936482593237,0.9394247155788633
94,"[ 0.7484375   0.85559735  0.83802449  0.77932397  0.84228875  1.14835438
  0.92285851  0.88        0.9         0.79497674]",1026.936482593237,0.9394247155788633
95,"[ 0.7484375   0.85559735  0.83802449  0.77932397  0.84228875  1.14835438
  0.92285851  0.88        0.89        0.80497674]",1027.2620546797386,0.9394058580926198
96,"[ 0.74921875  0.85627727  0.83802449  0.78041464  0.84282062  1.14686302
  0.92310783  0.88        0.89        0.7951715 ]",1029.1828846113156,0.9391353435944524
97,"[ 0.74921875  0.85627727  0.83802449  0.78041464  0.84282062  1.14686302
  0.92310783  0.88        0.89        0.7951715 ]",1029.1828846113156,0.9391353435944524
98,"[ 0.75921875  0.85627727  0.83802449  0.78041464  0.84282062  1.14686302
  0.92310783  0.88        0.89        0.7951715 ]",1034.1348841749837,0.9378734645672642
99,"[ 0.74921875  0.86627727  0.83802449  0.78041464  0.84282062  1.14686302
  0.92310783  0.88        0.89        0.7951715 ]",1030.3306741647873,0.9389362901770799
100,"[ 0.74921875  0.85627727  0.84802449  0.78041464  0.84282062  1.14686302
  0.92310783  0.88        0.89        0.7951715 ]",1029.1828846113156,0.9391353435944524
101,"[ 0.74921875  0.85627727  0.83802449  0.79041464  0.84282062  1.14686302
  0.92310783  0.88        0.89        0.7951715 ]",1031.0307264765381,0.9389082957791419
102,"[ 0.74921875  0.85627727  0.83802449  0.78041464  0.85282062  1.14686302
  0.92310783  0.88        0.89        0.7951715 ]",1030.0757561920916,0.9389886014963781
103,"[ 0.74921875  0.85627727  0.83802449  0.78041464  0.84282062  1.15686302
  0.92310783  0.88        0.89        0.7951715 ]",1029.2363595329668,0.93907313923506
104,"[ 0.74921875  0.85627727  0.83802449  0.78041464  0.84282062  1.14686302
  0.93310783  0.88        0.89        0.7951715 ]",1029.491078798967,0.9390422839126685
105,"[ 0.74921875  0.85627727  0.83802449  0.78041464  0.84282062  1.14686302
  0.92310783  0.89        0.89        0.7951715 ]",1029.1828846113156,0.9391353435944524
106,"[ 0.74921875  0.85627727  0.83802449  0.78041464  0.84282062  1.14686302
  0.92310783  0.88        0.9         0.7951715 ]",1029.1828846113156,0.9391353435944524
107,"[ 0.74921875  0.85627727  0.83802449  0.78041464  0.84282062  1.14686302
  0.92310783  0.88        0.89        0.8051715 ]",1029.5118372521486,0.9391164094127761
108,"[ 0.74882812  0.85593731  0.83802449  0.77986931  0.84255469  1.1476087
  0.92298317  0.88        0.89        0.79507412]",1026.936482593237,0.9394247155788633
109,"[ 0.74882812  0.85593731  0.83802449  0.77986931  0.84255469  1.1476087
  0.92298317  0.88        0.89        0.79507412]",1026.936482593237,0.9394247155788633
110,"[ 0.75882812  0.85593731  0.83802449  0.77986931  0.84255469  1.1476087
  0.92298317  0.88        0.89        0.79507412]",1031.8950924188832,0.9381628365524001
111,"[ 0.74882812  0.86593731  0.83802449  0.77986931  0.84255469  1.1476087
  0.92298317  0.88        0.89        0.79507412]",1028.0806201476018,0.9392256621653197
112,"[ 0.74882812  0.85593731  0.84802449  0.77986931  0.84255469  1.1476087
  0.92298317  0.88        0.89        0.79507412]",1026.936482593237,0.9394247155788633
113,"[ 0.74882812  0.85593731  0.83802449  0.78986931  0.84255469  1.1476087
  0.92298317  0.88        0.89        0.79507412]",1028.7801855216642,0.9391976677635527
114,"[ 0.74882812  0.85593731  0.83802449  0.77986931  0.85255469  1.1476087
  0.92298317  0.88        0.89        0.79507412]",1027.8187116884064,0.9392779734815139
115,"[ 0.74882812  0.85593731  0.83802449  0.77986931  0.84255469  1.1576087
  0.92298317  0.88        0.89        0.79507412]",1090.9708443111376,0.9243782350598901
116,"[ 0.74882812  0.85593731  0.83802449  0.77986931  0.84255469  1.1476087
  0.93298317  0.88        0.89        0.79507412]",1029.5073315453042,0.9390228419985726
117,"[ 0.74882812  0.85593731  0.83802449  0.77986931  0.84255469  1.1476087
  0.92298317  0.89        0.89        0.79507412]",1026.936482593237,0.9394247155788633
118,"[ 0.74882812  0.85593731  0.83802449  0.77986931  0.84255469  1.1476087
  0.92298317  0.88        0.9         0.79507412]",1026.936482593237,0.9394247155788633
119,"[ 0.74882812  0.85593731  0.83802449  0.77986931  0.84255469  1.1476087
  0.92298317  0.88        0.89        0.80507412]",1027.2620546797386,0.9394058580926198
120,"[ 0.74902344  0.85610729  0.83802449  0.78014197  0.84268766  1.14723586
  0.9230455   0.88        0.89        0.79512281]",1026.9205472501724,0.9394441574960278
121,"[ 0.74902344  0.85610729  0.83802449  0.78014197  0.84268766  1.14723586
  0.9230455   0.88        0.89        0.79512281]",1026.9205472501724,0.9394441574960278
122,"[ 0.75902344  0.85610729  0.83802449  0.78014197  0.84268766  1.14723586
  0.9230455   0.88        0.89        0.79512281]",1031.8748224637684,0.9381822784695649
123,"[ 0.74902344  0.86610729  0.83802449  0.78014197  0.84268766  1.14723586
  0.9230455   0.88        0.89        0.79512281]",1028.064491795231,0.9392451040793806
124,"[ 0.74902344  0.85610729  0.84802449  0.78014197  0.84268766  1.14723586
  0.9230455   0.88        0.89        0.79512281]",1026.9205472501724,0.9394441574960278
125,"[ 0.74902344  0.85610729  0.83802449  0.79014197  0.84268766  1.14723586
  0.9230455   0.88        0.89        0.79512281]",1028.764278737172,0.9392171096807175
126,"[ 0.74902344  0.85610729  0.83802449  0.78014197  0.85268766  1.14723586
  0.9230455   0.88        0.89        0.79512281]",1027.8024289533769,0.9392974153986786
127,"[ 0.74902344  0.85610729  0.83802449  0.78014197  0.84268766  1.15723586
  0.9230455   0.88        0.89        0.79512281]",1090.9708443111376,0.9243782350598901
128,"[ 0.74902344  0.85610729  0.83802449  0.78014197  0.84268766  1.14723586
  0.9330455   0.88        0.89        0.79512281]",1029.491078798967,0.9390422839126685
129,"[ 0.74902344  0.85610729  0.83802449  0.78014197  0.84268766  1.14723586
  0.9230455   0.89        0.89        0.79512281]",1026.9205472501724,0.9394441574960278
130,"[ 0.74902344  0.85610729  0.83802449  0.78014197  0.84268766  1.14723586
  0.9230455   0.88        0.9         0.79512281]",1026.9205472501724,0.9394441574960278
131,"[ 0.74902344  0.85610729  0.83802449  0.78014197  0.84268766  1.14723586
  0.9230455   0.88        0.89        0.80512281]",1027.2461243871705,0.9394253000097845
132,"[ 0.74912109  0.85619228  0.83802449  0.78027831  0.84275414  1.14704944
  0.92307666  0.88        0.89        0.79514716]",1026.9205472501724,0.9394441574960278
133,"[ 0.74912109  0.85619228  0.83802449  0.78027831  0.84275414  1.14704944
  0.92307666  0.88        0.89        0.79514716]",1026.9205472501724,0.9394441574960278
134,"[ 0.75912109  0.85619228  0.83802449  0.78027831  0.84275414  1.14704944
  0.92307666  0.88        0.89        0.79514716]",1031.8748224637684,0.9381822784695649
135,"[ 0.74912109  0.86619228  0.83802449  0.78027831  0.84275414  1.14704944
  0.92307666  0.88        0.89        0.79514716]",1028.064491795231,0.9392451040793806
136,"[ 0.74912109  0.85619228  0.84802449  0.78027831  0.84275414  1.14704944
  0.92307666  0.88        0.89        0.79514716]",1026.9205472501724,0.9394441574960278
137,"[ 0.74912109  0.85619228  0.83802449  0.79027831  0.84275414  1.14704944
  0.92307666  0.88        0.89        0.79514716]",1028.764278737172,0.9392171096807175
138,"[ 0.74912109  0.85619228  0.83802449  0.78027831  0.85275414  1.14704944
  0.92307666  0.88        0.89        0.79514716]",1027.8024289533769,0.9392974153986786
139,"[ 0.74912109  0.85619228  0.83802449  0.78027831  0.84275414  1.15704944
  0.92307666  0.88        0.89        0.79514716]",1026.97413997257,0.9393819531366356
140,"[ 0.74912109  0.85619228  0.83802449  0.78027831  0.84275414  1.14704944
  0.93307666  0.88        0.89        0.79514716]",1029.491078798967,0.9390422839126685
141,"[ 0.74912109  0.85619228  0.83802449  0.78027831  0.84275414  1.14704944
  0.92307666  0.89        0.89        0.79514716]",1026.9205472501724,0.9394441574960278
142,"[ 0.74912109  0.85619228  0.83802449  0.78027831  0.84275414  1.14704944
  0.92307666  0.88        0.9         0.79514716]",1026.9205472501724,0.9394441574960278
143,"[ 0.74912109  0.85619228  0.83802449  0.78027831  0.84275414  1.14704944
  0.92307666  0.88        0.89        0.80514716]",1027.2461243871705,0.9394253000097845
144,"[ 0.74907227  0.85614978  0.83802449  0.78021014  0.8427209   1.14714265
  0.92306108  0.88        0.89        0.79513498]",1026.9205472501724,0.9394441574960278
145,"[ 0.74907227  0.85614978  0.83802449  0.78021014  0.8427209   1.14714265
  0.92306108  0.88        0.89        0.79513498]",1026.9205472501724,0.9394441574960278
146,"[ 0.75907227  0.85614978  0.83802449  0.78021014  0.8427209   1.14714265
  0.92306108  0.88        0.89        0.79513498]",1031.8748224637684,0.9381822784695649
147,"[ 0.74907227  0.86614978  0.83802449  0.78021014  0.8427209   1.14714265
  0.92306108  0.88        0.89        0.79513498]",1028.064491795231,0.9392451040793806
148,"[ 0.74907227  0.85614978  0.84802449  0.78021014  0.8427209   1.14714265
  0.92306108  0.88        0.89        0.79513498]",1026.9205472501724,0.9394441574960278
149,"[ 0.74907227  0.85614978  0.83802449  0.79021014  0.8427209   1.14714265
  0.92306108  0.88        0.89        0.79513498]",1028.764278737172,0.9392171096807175
150,"[ 0.74907227  0.85614978  0.83802449  0.78021014  0.8527209   1.14714265
  0.92306108  0.88        0.89        0.79513498]",1027.8024289533769,0.9392974153986786
151,"[ 0.74907227  0.85614978  0.83802449  0.78021014  0.8427209   1.15714265
  0.92306108  0.88        0.89        0.79513498]",1026.97413997257,0.9393819531366356
152,"[ 0.74907227  0.85614978  0.83802449  0.78021014  0.8427209   1.14714265
  0.93306108  0.88        0.89        0.79513498]",1029.491078798967,0.9390422839126685
153,"[ 0.74907227  0.85614978  0.83802449  0.78021014  0.8427209   1.14714265
  0.92306108  0.89        0.89        0.79513498]",1026.9205472501724,0.9394441574960278
154,"[ 0.74907227  0.85614978  0.83802449  0.78021014  0.8427209   1.14714265
  0.92306108  0.88        0.9         0.79513498]",1026.9205472501724,0.9394441574960278
155,"[ 0.74907227  0.85614978  0.83802449  0.78021014  0.8427209   1.14714265
  0.92306108  0.88        0.89        0.80513498]",1027.2461243871705,0.9394253000097845
156,"[ 0.74904785  0.85612853  0.83802449  0.78017606  0.84270428  1.14718925
  0.92305329  0.88        0.89        0.7951289 ]",1026.9205472501724,0.9394441574960278
157,"[ 0.74904785  0.85612853  0.83802449  0.78017606  0.84270428  1.14718925
  0.92305329  0.88        0.89        0.7951289 ]",1026.9205472501724,0.9394441574960278
158,"[ 0.75904785  0.85612853  0.83802449  0.78017606  0.84270428  1.14718925
  0.92305329  0.88        0.89        0.7951289 ]",1031.8748224637684,0.9381822784695649
159,"[ 0.74904785  0.86612853  0.83802449  0.78017606  0.84270428  1.14718925
  0.92305329  0.88        0.89        0.7951289 ]",1028.064491795231,0.9392451040793806
160,"[ 0.74904785  0.85612853  0.84802449  0.78017606  0.84270428  1.14718925
  0.92305329  0.88        0.89        0.7951289 ]",1026.9205472501724,0.9394441574960278
161,"[ 0.74904785  0.85612853  0.83802449  0.79017606  0.84270428  1.14718925
  0.92305329  0.88        0.89        0.7951289 ]",1028.764278737172,0.9392171096807175
162,"[ 0.74904785  0.85612853  0.83802449  0.78017606  0.85270428  1.14718925
  0.92305329  0.88        0.89        0.7951289 ]",1027.8024289533769,0.9392974153986786
163,"[ 0.74904785  0.85612853  0.83802449  0.78017606  0.84270428  1.15718925
  0.92305329  0.88        0.89        0.7951289 ]",1090.9708443111376,0.9243782350598901
164,"[ 0.74904785  0.85612853  0.83802449  0.78017606  0.84270428  1.14718925
  0.93305329  0.88        0.89        0.7951289 ]",1029.491078798967,0.9390422839126685
165,"[ 0.74904785  0.85612853  0.83802449  0.78017606  0.84270428  1.14718925
  0.92305329  0.89        0.89        0.7951289 ]",1026.9205472501724,0.9394441574960278
166,"[ 0.74904785  0.85612853  0.83802449  0.78017606  0.84270428  1.14718925
  0.92305329  0.88        0.9         0.7951289 ]",1026.9205472501724,0.9394441574960278
167,"[ 0.74904785  0.85612853  0.83802449  0.78017606  0.84270428  1.14718925
  0.92305329  0.88        0.89        0.8051289 ]",1027.2461243871705,0.9394253000097845
168,"[ 0.74906006  0.85613916  0.83802449  0.7801931   0.84271259  1.14716595
  0.92305719  0.88        0.89        0.79513194]",1026.9205472501724,0.9394441574960278
169,"[ 0.74906006  0.85613916  0.83802449  0.7801931   0.84271259  1.14716595
  0.92305719  0.88        0.89        0.79513194]",1026.9205472501724,0.9394441574960278
170,"[ 0.75906006  0.85613916  0.83802449  0.7801931   0.84271259  1.14716595
  0.92305719  0.88        0.89        0.79513194]",1031.8748224637684,0.9381822784695649
