,Parameters,RMSE,Slope
18,"[ 0.75        0.85700061  0.83802449  0.78193782  0.85340222  1.11049554
  0.92280977  0.88        0.89        0.79547709]",1060.8299239394223,0.9804433131125437
19,"[ 0.75        0.85700061  0.83802449  0.78193782  0.84340222  1.12049554
  0.92280977  0.88        0.89        0.79547709]",1021.6761789385557,0.9675199522300021
20,"[ 0.75        0.85700061  0.83802449  0.78193782  0.84340222  1.11049554
  0.93280977  0.88        0.89        0.79547709]",1060.160541172249,0.9801905319788743
21,"[ 0.75        0.85700061  0.83802449  0.78193782  0.84340222  1.11049554
  0.92280977  0.89        0.89        0.79547709]",1060.774179920673,0.9805900552116668
22,"[ 0.75        0.85700061  0.83802449  0.78193782  0.84340222  1.11049554
  0.92280977  0.88        0.9         0.79547709]",1060.774179920673,0.9805900552116668
23,"[ 0.75        0.85700061  0.83802449  0.78193782  0.84340222  1.11049554
  0.92280977  0.88        0.89        0.80547709]",1060.898431736115,0.9805711977254233
24,"[ 0.75        0.85682689  0.83802449  0.7802078   0.84320332  1.25
  0.92499928  0.88        0.89        0.79503375]",2209.4846504328384,0.8104712828499123
25,"[ 0.75        0.85682689  0.83802449  0.7802078   0.84320332  1.25
  0.92499928  0.88        0.89        0.79503375]",2209.4846504328384,0.8104712828499123
26,"[ 0.76        0.85682689  0.83802449  0.7802078   0.84320332  1.25
  0.92499928  0.88        0.89        0.79503375]",2211.7685804656217,0.8102605627610956
27,"[ 0.75        0.86682689  0.83802449  0.7802078   0.84320332  1.25
  0.92499928  0.88        0.89        0.79503375]",2211.5972883520303,0.8102719672572763
28,"[ 0.75        0.85682689  0.84802449  0.7802078   0.84320332  1.25
  0.92499928  0.88        0.89        0.79503375]",2209.4846504328384,0.8104712828499123
29,"[ 0.75        0.85682689  0.83802449  0.7902078   0.84320332  1.25
  0.92499928  0.88        0.89        0.79503375]",2212.2565003347713,0.810242146238255
30,"[ 0.75        0.85682689  0.83802449  0.7802078   0.85320332  1.25
  0.92499928  0.88        0.89        0.79503375]",2211.0809777390486,0.810324540750867
31,"[ 0.75        0.85682689  0.83802449  0.7802078   0.84320332  1.26
  0.92499928  0.88        0.89        0.79503375]",2495.382211542444,0.7875158701804831
32,"[ 0.75        0.85682689  0.83802449  0.7802078   0.84320332  1.25
  0.93499928  0.88        0.89        0.79503375]",2210.62581228698,0.8102939562237554
33,"[ 0.75        0.85682689  0.83802449  0.7802078   0.84320332  1.25
  0.92499928  0.89        0.89        0.79503375]",2209.4846504328384,0.8104712828499123
34,"[ 0.75        0.85682689  0.83802449  0.7802078   0.84320332  1.25
  0.92499928  0.88        0.9         0.79503375]",2209.4846504328384,0.8104712828499123
35,"[ 0.75        0.85682689  0.83802449  0.7802078   0.84320332  1.25
  0.92499928  0.88        0.89        0.80503375]",2209.9120826186777,0.8104523486685954
36,"[ 0.75        0.85691375  0.83802449  0.78107281  0.84330277  1.18024776
  0.92390452  0.88        0.89        0.79525542]",1202.6253435654844,0.9066115868736977
37,"[ 0.75        0.85691375  0.83802449  0.78107281  0.84330277  1.18024776
  0.92390452  0.88        0.89        0.79525542]",1202.6253435654844,0.9066115868736977
38,"[ 0.76        0.85691375  0.83802449  0.78107281  0.84330277  1.18024776
  0.92390452  0.88        0.89        0.79525542]",1204.5194825524545,0.9064005266738945
39,"[ 0.75        0.86691375  0.83802449  0.78107281  0.84330277  1.18024776
  0.92390452  0.88        0.89        0.79525542]",1204.3272062885953,0.9064123119409074
40,"[ 0.75        0.85691375  0.84802449  0.78107281  0.84330277  1.18024776
  0.92390452  0.88        0.89        0.79525542]",1202.6253435654844,0.9066115868736977
41,"[ 0.75        0.85691375  0.83802449  0.79107281  0.84330277  1.18024776
  0.92390452  0.88        0.89        0.79525542]",1205.0736059950846,0.9063840566132472
42,"[ 0.75        0.85691375  0.83802449  0.78107281  0.85330277  1.18024776
  0.92390452  0.88        0.89        0.79525542]",1203.933027076974,0.9064648447745743
43,"[ 0.75        0.85691375  0.83802449  0.78107281  0.84330277  1.19024776
  0.92390452  0.88        0.89        0.79525542]",1344.26921146851,0.8893323119119911
44,"[ 0.75        0.85691375  0.83802449  0.78107281  0.84330277  1.18024776
  0.93390452  0.88        0.89        0.79525542]",1203.406116409616,0.9064391621622134
45,"[ 0.75        0.85691375  0.83802449  0.78107281  0.84330277  1.18024776
  0.92390452  0.89        0.89        0.79525542]",1202.6253435654844,0.9066115868736977
46,"[ 0.75        0.85691375  0.83802449  0.78107281  0.84330277  1.18024776
  0.92390452  0.88        0.9         0.79525542]",1202.6253435654844,0.9066115868736977
47,"[ 0.75        0.85691375  0.83802449  0.78107281  0.84330277  1.18024776
  0.92390452  0.88        0.89        0.80525542]",1203.032610453823,0.9065926526927459
48,"[ 0.75        0.85695718  0.83802449  0.78150531  0.8433525   1.14537165
  0.92335715  0.88        0.89        0.79536626]",1035.3730405955066,0.938612979487749
49,"[ 0.75        0.85695718  0.83802449  0.78150531  0.8433525   1.14537165
  0.92335715  0.88        0.89        0.79536626]",1035.3730405955066,0.938612979487749
50,"[ 0.76        0.85695718  0.83802449  0.78150531  0.8433525   1.14537165
  0.92335715  0.88        0.89        0.79536626]",1036.683188016298,0.9384018512478773
51,"[ 0.75        0.86695718  0.83802449  0.78150531  0.8433525   1.14537165
  0.92335715  0.88        0.89        0.79536626]",1036.513249764082,0.9384137304251378
52,"[ 0.75        0.85695718  0.84802449  0.78150531  0.8433525   1.14537165
  0.92335715  0.88        0.89        0.79536626]",1035.3730405955066,0.938612979487749
53,"[ 0.75        0.85695718  0.83802449  0.79150531  0.8433525   1.14537165
  0.92335715  0.88        0.89        0.79536626]",1037.2020789552332,0.9383861378130679
54,"[ 0.75        0.85695718  0.83802449  0.78150531  0.8533525   1.14537165
  0.92335715  0.88        0.89        0.79536626]",1036.2649904693092,0.9384662373916945
55,"[ 0.75        0.85695718  0.83802449  0.78150531  0.8433525   1.15537165
  0.92335715  0.88        0.89        0.79536626]",1032.8720362463075,0.9380222777240056
56,"[ 0.75        0.85695718  0.83802449  0.78150531  0.8433525   1.14537165
  0.93335715  0.88        0.89        0.79536626]",1035.7911497862221,0.9384425023817887
57,"[ 0.75        0.85695718  0.83802449  0.78150531  0.8433525   1.14537165
  0.92335715  0.89        0.89        0.79536626]",1035.3730405955066,0.938612979487749
58,"[ 0.75        0.85695718  0.83802449  0.78150531  0.8433525   1.14537165
  0.92335715  0.88        0.9         0.79536626]",1035.3730405955066,0.938612979487749
59,"[ 0.75        0.85695718  0.83802449  0.78150531  0.8433525   1.14537165
  0.92335715  0.88        0.89        0.80536626]",1035.6996474330488,0.9385940453067972
60,"[ 0.75        0.85695718  0.83802449  0.78150531  0.8433525   1.14537165
  0.92335715  0.88        0.89        0.79536626]",1035.3730405955066,0.938612979487749
61,"[ 0.75        0.85695718  0.83802449  0.78150531  0.8433525   1.14537165
  0.92335715  0.88        0.89        0.79536626]",1035.3730405955066,0.938612979487749
62,"[ 0.76        0.85695718  0.83802449  0.78150531  0.8433525   1.14537165
  0.92335715  0.88        0.89        0.79536626]",1036.683188016298,0.9384018512478773
63,"[ 0.75        0.86695718  0.83802449  0.78150531  0.8433525   1.14537165
  0.92335715  0.88        0.89        0.79536626]",1036.513249764082,0.9384137304251378
64,"[ 0.75        0.85695718  0.84802449  0.78150531  0.8433525   1.14537165
  0.92335715  0.88        0.89        0.79536626]",1035.3730405955066,0.938612979487749
65,"[ 0.75        0.85695718  0.83802449  0.79150531  0.8433525   1.14537165
  0.92335715  0.88        0.89        0.79536626]",1037.2020789552332,0.9383861378130679
66,"[ 0.75        0.85695718  0.83802449  0.78150531  0.8533525   1.14537165
  0.92335715  0.88        0.89        0.79536626]",1036.2649904693092,0.9384662373916945
67,"[ 0.75        0.85695718  0.83802449  0.78150531  0.8433525   1.15537165
  0.92335715  0.88        0.89        0.79536626]",1032.8720362463075,0.9380222777240056
68,"[ 0.75        0.85695718  0.83802449  0.78150531  0.8433525   1.14537165
  0.93335715  0.88        0.89        0.79536626]",1035.7911497862221,0.9384425023817887
69,"[ 0.75        0.85695718  0.83802449  0.78150531  0.8433525   1.14537165
  0.92335715  0.89        0.89        0.79536626]",1035.3730405955066,0.938612979487749
70,"[ 0.75        0.85695718  0.83802449  0.78150531  0.8433525   1.14537165
  0.92335715  0.88        0.9         0.79536626]",1035.3730405955066,0.938612979487749
71,"[ 0.75        0.85695718  0.83802449  0.78150531  0.8433525   1.14537165
  0.92335715  0.88        0.89        0.80536626]",1035.6996474330488,0.9385940453067972
