,SHED_NAME,actual_et_x,actual_et_y,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration_x,net_infiltration_y,net_infiltration,rainfall,runoff_x,runoff_y,runoff
23,Nuuuli Pala,29169.805341536376,29169.805341536376,30939.614729646615,5785.7510601735685,597.0739726033117,13585.812846494706,116354.29625084616,116354.29625084616,119546.94415812989,207183.46462641112,56788.638034684765,56788.638034684765,46810.20278218032
24,Maloata,2989.1068014867583,2989.1068014867583,2989.1068014867583,309.0170891306289,0.0,4013.026038018774,22188.813660281703,22188.813660281703,20624.939142822815,35667.57075157704,7975.5860778995275,7975.5860778995275,9858.66551999439
25,Fagalii,2513.521373711496,2513.521373711496,2552.1084935438626,535.7520979712133,8.350684931505317,2622.2681639001266,12266.50897446935,12266.50897446935,11783.463648511037,19938.582514628593,3564.462020653804,3564.462020653804,4093.1369294388023
26,Afao - Asili,3358.158358686568,3358.158358686568,3370.8792345520687,152.2121071550064,4.175342465756138,3786.5902496476288,21592.64436578443,21592.64436578443,20293.02730481449,34615.203480122254,6608.20318501688,6608.20318501688,8019.886488562973
27,Leone,31572.861096414417,31572.861096414417,31829.881272912386,4640.3433241153025,66.80547945204678,10971.575210190338,92976.01809194597,92976.01809194597,96956.59471386872,159209.9765642048,30331.00292230399,30331.00292230399,25388.837893995893
28,Poloa,1430.5627927925825,1430.5627927925825,1476.373261145575,451.61198931857626,8.350684931486668,1295.497430866338,5579.892858394264,5579.892858394264,5550.950801319188,9164.236478479226,1429.2545251249555,1429.2545251249555,1455.8027423839808
29,Nua - Seetaga,4003.2835649686604,4003.2835649686604,4016.4150175953378,186.9439983723666,4.175342465751753,4323.351395648174,19979.305984590774,19979.305984590774,18845.533484983476,33105.64320613782,5260.291286963791,5260.291286963791,6446.359932454332
30,Tafuna Plain,43029.158767840665,43029.158767840665,44629.20570955841,8198.291751246907,463.46301369815137,2871.062905276235,67172.92352134053,67172.92352134053,80315.69768470118,134912.71237060137,30452.79759686913,30452.79759686913,12270.364225028014
31,Amanave,1523.498957387625,1523.498957387625,1573.797916775796,203.53402417528767,12.526027397239396,1288.0166076262683,5287.270964476383,5287.270964476383,5153.451231020634,8947.54315325839,1118.9221921785927,1118.9221921785927,1141.1002198319409
32,Fagatele - Larsen,6402.066515769266,6402.066515769266,6416.387939054225,377.8615268711251,4.175342465760731,3139.32865206928,14336.629836735137,14336.629836735137,14287.639195862332,27476.75269996836,4201.716712729113,4201.716712729113,4238.313575618345
