,SHED_NAME,actual_et_x,actual_et_y,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration_x,net_infiltration_y,net_infiltration,rainfall,runoff_x,runoff_y,runoff
12,Auasi,0.21326428253463808,0.21326428253463808,0.21334523937034214,0.03385865724170065,0.0,0.15004011086504282,0.5904038302712179,0.5904038302712179,0.5733119738134024,1.0,0.08043746527853836,0.08043746527853836,0.09937540036280937
13,Amouli,0.22839995370281718,0.22839995370281718,0.22950015890565145,0.05040611849838347,0.0003436351316509404,0.13708006316203772,0.5944429600002721,0.5944429600002721,0.5930901826557504,1.0,0.0926463226370749,0.0926463226370749,0.09129869979468093
14,Alega,0.09210347417496645,0.09210347417496645,0.09210395287473737,0.007796939484664565,0.0,0.10933765544586471,0.6309651246307761,0.6309651246307761,0.588470490212314,1.0,0.19243478981167972,0.19243478981167972,0.24034443419942486
15,Laulii - Aumi,0.1175990667031812,0.1175990667031812,0.12026254506790317,0.00957516258600299,0.0005725345167143659,0.0895656300336405,0.5712758949266156,0.5712758949266156,0.5800778975504908,1.0,0.24263559593088005,0.24263559593088005,0.22962665764231582
16,Fagasa,0.08361878998242901,0.08361878998242901,0.08640263835917765,0.011576456587523766,0.0009394314122975547,0.0730066597014376,0.5963898916237108,0.5963898916237108,0.5758019358047279,1.0,0.28914493224243365,0.28914493224243365,0.30094701040032096
17,Aasu,0.08980609592595158,0.08980609592595158,0.09039170582682665,0.0051804400990729865,0.00011669410277997708,0.09418199512716943,0.619107143121537,0.619107143121537,0.5818438627911138,1.0,0.22778267450207856,0.22778267450207856,0.2680162723057978
18,Fagaalu,0.08927236253530615,0.08927236253530615,0.09398972766059338,0.017374547738989103,0.0014805559245945278,0.08068536256946997,0.5520237061298103,0.5520237061298103,0.5549661987396459,1.0,0.3220568065680221,0.3220568065680221,0.2991627006607976
19,Aoloau Sisifo,0.08730592877177784,0.08730592877177784,0.08730671478124742,0.0,0.0,0.12386512652511132,0.599442808680845,0.599442808680845,0.5487404868578177,1.0,0.2193866278766938,0.2193866278766938,0.2788209178494301
20,Aoloau Sasae,0.08022397930897086,0.08022397930897086,0.08022418205377173,0.0010445186325603705,0.0,0.10179322878188934,0.6106583069628089,0.6106583069628089,0.5607844675700923,1.0,0.2342155676904394,0.2342155676904394,0.2902826210390594
21,Fagamalo,0.09763100173294464,0.09763100173294464,0.0987184820935256,0.006613387843121536,0.00018374775628621356,0.12050514707200932,0.6186921702664276,0.6186921702664276,0.5754109979272396,1.0,0.18901274223182915,0.18901274223182915,0.23578603926978747
22,Matuu - Faganeanea,0.08616358899283802,0.08616358899283802,0.08924164727814586,0.01060693195592906,0.0008987656094420648,0.09611035652409879,0.5869637041205309,0.5869637041205309,0.5640847692636289,1.0,0.2503650692646222,0.2503650692646222,0.26595330376842513
23,Nuuuli Pala,0.14079214957687264,0.14079214957687264,0.14933438238151042,0.027925737561181888,0.0028818611257415885,0.06557382786793511,0.561600301745382,0.561600301745382,0.5770100638759682,1.0,0.2740983125129452,0.2740983125129452,0.22593599767523675
24,Maloata,0.08380460845807938,0.08380460845807938,0.08380460845807938,0.008663810924576795,0.0,0.11251189675824329,0.6221005017365985,0.6221005017365985,0.5782546640609351,1.0,0.22360889485435134,0.22360889485435134,0.27640417646212956
25,Fagalii,0.1260631929008679,0.1260631929008679,0.127998491952546,0.026870119657610627,0.0004188203913381788,0.13151728122980727,0.6152146957021456,0.6152146957021456,0.5909880323671812,1.0,0.1787720876365519,0.1787720876365519,0.20528725782967464
26,Afao - Asili,0.0970139713497564,0.0970139713497564,0.09738146524222493,0.00439726166111992,0.000120621635754758,0.10939095741043597,0.6237907680705671,0.6237907680705671,0.5862460787343845,1.0,0.19090464653231443,0.19090464653231443,0.2316868220395811
27,Leone,0.1983095643738255,0.1983095643738255,0.1999239115525924,0.029146058709731585,0.0004196061132205874,0.06891261117525395,0.5839836177254346,0.5839836177254346,0.6089856729221295,1.0,0.19050943651180283,0.19050943651180283,0.15946763162644714
28,Poloa,0.15610278021000823,0.15610278021000823,0.1611016110957641,0.04927982711697983,0.0009112253869808951,0.14136446979610476,0.6088770048107955,0.6088770048107955,0.6057188522311407,1.0,0.15596002225404548,0.15596002225404548,0.1588569594207554
29,Nua - Seetaga,0.12092450643660799,0.12092450643660799,0.12132115943455496,0.005646892199264292,0.00012612177445861075,0.1305925811115677,0.6035015196710206,0.6035015196710206,0.5692544128394852,1.0,0.15889409712446026,0.15889409712446026,0.1947208786222637
30,Tafuna Plain,0.31894072850333627,0.31894072850333627,0.3308005963660656,0.06076737771549973,0.0034352805273459457,0.021280892325324447,0.49789914042213035,0.49789914042213035,0.5953160104295899,1.0,0.225722224850214,0.225722224850214,0.09095039310544491
31,Amanave,0.17027008769807594,0.17027008769807594,0.1758916263178538,0.02274747611596235,0.0013999404286391003,0.14395198609991802,0.5909187442757333,0.5909187442757333,0.575962713199536,1.0,0.12505356755626482,0.12505356755626482,0.12753223988826376
32,Fagatele - Larsen,0.2329993862694203,0.2329993862694203,0.23352060591430854,0.013752044537328466,0.0001519590947064694,0.11425399086817471,0.5217730782557739,0.5217730782557739,0.5199900931480446,1.0,0.15291896966900137,0.15291896966900137,0.15425089063101788
